"x" "y" "z"
"1" 1 "walking" "a"
"2" 0.414641434456408 "2.86961422239931" "a"
"3" -1.53995004190371 "4.57671878189649" "a"
"4" -0.928567034713538 "2.71925056821168" "a"
"5" -0.29472044679056 "5.62544730346494" "a"
"6" -0.00576717274753696 "3.4993034039973" "a"
"7" 2.40465338885795 "5.67829720781629" "a"
"8" 0.76359346114046 "3.5874801125176" "a"
"9" -0.799009248989368 "3.02771316449444" "a"
"10" -1.14765700923635 "4.02538286758781" "a"
"11" -0.289461573688223 "4.02747533584681" "a"
"12" -0.299215117897316 "2.31981727760407" "a"
"13" -0.411510832795067 "5.05375086302862" "a"
"14" 0.252223448156132 "2.88040089542782" "a"
"15" -0.891921127284569 "4.33561720996881" "a"
"16" 0.435683299355719 "4.49479576711316" "a"
"17" -1.23753842192996 "4.13805270871174" "a"
"18" -0.224267885278309 "3.88120797422117" "a"
"19" 0.377395645981701 "4.19768426234579" "a"
"20" 0.133336360814841 "2.93130728874521" "a"
"21" 0.804189509744908 "3.19678678263526" "a"
"22" -0.0571067743838088 "2.88623486368047" "a"
"23" 0.503607972233726 "5.58009168370384" "a"
"24" 1.08576936214569 "5.49781876103841" "a"
"25" -0.69095383969683 "4.26264545866276" "a"
"26" -1.28459935387219 "2.76709880042874" "a"
"27" 0.046726172188352 "3.99627646620782" "a"
"28" -0.235706556439501 "5.51167228281089" "a"
"29" -0.542888255010254 "3.52430171557047" "a"
"30" -0.433310317456782 "4.79791643753108" "a"
"31" -0.649471646796233 "3.02599743888747" "a"
"32" 0.726750747385451 "4.68937269776547" "a"
"33" 1.1519117540872 "3.0441608967232" "a"
"34" 0.992160365445798 "2.7682929415859" "a"
"35" -0.429513109491881 "3.04310811867438" "a"
"36" 1.23830410085338 "3.13021712631351" "a"
"37" -0.279346281854269 "3.08931931750671" "a"
"38" 1.75790308981071 "4.74127630526021" "a"
"39" 0.560746090888056 "4.06851153327714" "a"
"40" -0.452783972553158 "3.67624924541204" "a"
"41" -0.832043296117832 "2.9134969530063" "a"
"42" -1.16657054708471 "2.98407105314511" "a"
"43" -1.0655905803883 "3.23220981526914" "a"
"44" -1.563782051071 "2.88027993887302" "a"
"45" 1.15653699715018 "3.5518257633966" "a"
"46" 0.83204712857239 "4.47173637445323" "a"
"47" -0.227328691424755 "2.81950931711572" "a"
"48" 0.266137361672105 "5.47025699708299" "a"
"49" -0.376702718583628 "2.68857940837512" "a"
"50" 2.44136462889459 "3.90347507723702" "a"
"51" 3.20466088274463 "2.36971990795134" "b"
"52" 3.94512252628842 "0.890626476437422" "b"
"53" 4.25014132285415 "-0.252183161390947" "b"
"54" 4.61824329356625 "-0.865763754844262" "b"
"55" 3.82737649735414 "0.582585999886443" "b"
"56" 1.77609972599006 "-0.0125293469957165" "b"
"57" 2.73638561502942 "-0.374854762113895" "b"
"58" 4.35872889597135 "0.317885735092473" "b"
"59" 3.98895452153434 "-0.488805634836622" "b"
"60" 3.05935083738139 "2.65865802699847" "b"
"61" 3.88417467784305 "1.68027820468955" "b"
"62" 3.18503129113008 "0.779584009075853" "b"
"63" 4.24226348085969 "0.713240520112821" "b"
"64" 2.5749016052675 "-0.542881937111931" "b"
"65" 4.36594112304922 "0.885778373900932" "b"
"66" 4.2484126488726 "-0.348594684510753" "b"
"67" 4.06528818167162 "-1.00805457816954" "b"
"68" 4.01915639166027 "1.8831825423826" "b"
"69" 4.25733837715553 "-0.928971079201175" "b"
"70" 3.3509899222911 "-0.294196453606913" "b"
"71" 3.88083123758196 "-0.614950270796355" "b"
"72" 4.66413569989411 "-0.947075791741019" "b"
"73" 5.10096910219409 "0.598975149810314" "b"
"74" 4.14377148075807 "-1.52361488237755" "b"
"75" 3.88224640183405 "-0.206189002117285" "b"
"76" 3.08793163305166 "-0.574295414301406" "b"
"77" 2.56241375917002 "-1.39016603663508" "b"
"78" 3.20291047492804 "-0.0704173825071551" "b"
"79" 5.25408310644997 "-0.430879529604084" "b"
"80" 4.77214218580453 "-0.592225372961588" "b"
"81" 3.78048437324656 "0.981116159906615" "b"
"82" 3.57518971662271 "0.532409356670506" "b"
"83" 3.58101990057804 "-0.0904561242409946" "b"
"84" 4.99698686090911 "0.15649049169609" "b"
"85" 3.72422197091197 "-0.737311690839969" "b"
"86" 5.2560188173061 "-0.20134120587218" "b"
"87" 4.64667439049535 "1.10217659507369" "b"
"88" 5.29931230256343 "-0.0167482561518744" "b"
"89" 3.12673788825556 "0.161788633557242" "b"
"90" 4.00837095999603 "2.02476139007773" "b"
"91" 3.11912827674746 "-0.703694253898738" "b"
"92" 4.59625901661066 "0.960792383950527" "b"
"93" 4.11971764128954 "1.79048505353782" "b"
"94" 3.71782612267755 "-1.06416516333343" "b"
"95" 5.45598840106634 "0.0176365464246015" "b"
"96" 4.22901959069469 "-0.38990862930585" "b"
"97" 4.99654392854413 "-0.490832752366552" "b"
"98" 4.78185918460026 "-1.04571765178674" "b"
"99" 3.2232233782354 "-0.896211263960579" "b"
"100" 3.38401009229208 "1.26938716360704" "b"
